codice_istat,indice_istruzione
56037,36.36
54032,36.04
68023,30.4
18096,36.76
43026,36.57
6106,28.0
43028,37.82
44034,36.3
64055,46.5
24064,30.54
4247,29.47
6186,39.97
86020,34.12
1308,35.48
31025,31.91
81023,36.34
26092,41.21
1313,26.62
93050,32.11
15244,44.68
18182,43.94
26093,31.71
16244,23.74
95074,26.19
26094,26.93
45017,25.2
24120,28.54
34048,28.59
10067,52.57
28057,38.46
82050,35.21
16139,29.47
64058,33.64
73017,29.5
70046,34.87
42028,32.25
93027,32.94
50020,45.37
18098,37.5
64060,32.25
24067,39.18
52018,35.29
57044,42.41
67028,40.46
37044,36.26
99011,37.87
16140,32.93
18101,42.74
64063,32.06
30062,34.95
96084,26.08
83059,36.89
96037,27.42
69056,39.42
45012,34.69
76053,29.52
27025,32.27
21056,27.77
66058,34.24
58070,54.19
96039,26.35
34024,29.25
86012,35.11
4151,30.2
65078,45.12
22127,39.91
72032,40.18
99023,37.82
3106,46.09
28058,47.51
90045,22.22
91051,51.03
17119,28.93
96041,35.87
19062,32.19
2088,34.82
3109,38.81
7046,36.36
16145,23.96
91058,15.18
66061,43.8
80055,31.72
71063,27.1
91062,18.26
95038,48.97
26053,31.82
13170,39.14
57047,39.19
1173,35.73
16153,29.56
17127,30.8
90051,26.92
42036,31.15
55024,35.44
6122,34.51
106011,25.99
66066,35.93
57048,35.9
69059,33.1
36029,30.77
1177,40.5
89015,45.02
18107,28.91
101016,31.49
69061,23.95
30071,27.37
18108,35.97
78093,33.64
102026,41.04
81015,41.66
60047,32.3
6127,46.11
75060,31.98
106012,21.26
80058,29.84
24076,19.41
78096,27.2
69063,30.8
79092,39.06
90056,31.65
28061,32.05
1185,38.94
41044,46.94
68028,56.67
62050,36.91
19070,26.19
101017,35.44
2093,35.83
33032,47.15
61056,36.25
24077,33.31
27028,36.82
96043,32.9
16164,34.65
87035,38.09
6129,46.97
67034,44.96
61059,44.31
18112,30.99
19074,33.36
103054,23.76
60053,32.95
63054,28.14
29036,27.64
1193,35.01
24078,31.27
4169,28.19
66072,46.64
80059,26.19
30075,27.05
71040,31.36
57055,38.39
69067,33.92
72034,34.65
29037,33.85
82058,29.13
63056,41.79
8044,33.88
95042,24.37
62053,43.38
16168,30.43
30076,30.62
61061,38.49
16169,38.48
17150,26.07
51031,40.18
93032,40.73
29039,21.39
29052,27.03
96048,23.4
2102,27.54
24081,41.8
94038,44.94
17151,30.97
4173,25.85
1204,22.73
6139,31.09
4174,26.14
40032,32.83
30083,37.47
17153,27.13
75062,31.9
36033,31.92
4177,28.57
17157,23.12
16177,23.86
90060,31.6
6142,32.28
9052,36.03
20047,30.05
52024,25.27
87058,45.41
12116,51.03
16179,30.09
84031,31.26
84032,35.98
61067,40.51
21072,32.23
30092,22.47
13195,28.62
61068,39.19
102030,44.26
57059,53.09
58082,50.14
49016,40.22
69072,35.33
70059,46.17
25043,33.16
1217,35.73
30096,30.14
4184,32.35
1220,37.05
4186,27.78
4188,21.17
101019,35.67
64079,34.89
58089,31.02
53020,26.53
82061,25.88
5094,26.37
70060,29.21
5095,28.3
15185,50.7
17164,34.51
58090,32.88
1222,42.15
26069,33.32
22156,31.66
96054,38.33
80069,32.5
67037,44.69
6149,44.37
16186,26.79
1227,23.91
17166,30.49
1229,39.22
17167,23.33
20054,30.58
93037,42.5
7060,37.08
7063,39.09
81017,35.84
17169,31.53
65115,40.44
2128,29.88
75066,31.69
95045,26.52
13204,20.32
20055,29.71
1236,35.3
23069,35.91
21077,32.64
36036,36.76
82063,27.85
78114,35.65
27033,41.71
98047,40.41
1240,36.89
2131,25.97
20056,28.03
60063,45.0
62058,56.18
73024,40.39
6153,43.21
60064,35.66
23071,34.1
37054,49.57
21080,22.08
41054,32.41
56047,35.28
61077,32.07
78123,36.91
1247,35.47
19091,29.06
82065,21.78
77026,25.6
102035,37.04
62067,52.57
96060,51.67
42042,37.67
79114,33.36
79115,32.03
37055,38.99
78127,46.09
36039,35.53
1252,38.82
79116,31.44
61085,39.57
49018,39.29
63075,45.16
30106,35.87
58100,40.0
75067,35.92
4208,29.22
82066,34.19
62069,39.01
10054,43.33
61083,48.25
63090,34.09
101022,33.64
83089,51.9
83084,45.2
6156,38.48
62071,49.27
64090,41.8
104021,20.96
99018,39.3
70074,33.31
80082,38.2
8056,34.1
80083,38.67
4214,27.66
65134,48.51
24097,30.46
18146,27.91
65136,33.86
42044,36.07
4215,37.7
40045,34.31
68039,37.29
65138,32.72
53024,36.75
48042,36.47
63077,46.67
2134,27.89
8057,37.68
43050,26.91
58102,46.26
79126,27.04
25054,25.8
15206,33.43
13212,37.15
90067,24.49
42046,35.76
102037,37.76
65139,31.08
6160,32.4
106019,28.38
11028,27.39
12120,43.02
15210,38.07
106020,25.4
6161,33.21
90068,30.55
46029,30.94
83095,34.03
95061,16.08
97075,31.02
23081,37.16
40046,31.09
13215,32.16
36044,34.77
6164,34.85
59029,26.41
22176,32.91
23084,26.36
95063,24.93
89019,35.44
79138,45.16
52034,46.39
22178,26.75
6165,28.44
93044,39.74
14062,28.12
42049,29.9
13218,19.1
29045,32.04
80092,32.02
1268,33.03
30111,23.3
4224,34.07
97078,32.14
17182,35.24
8059,33.39
6169,37.08
51038,34.31
78145,29.86
26084,28.23
48045,37.12
79146,38.81
65146,33.65
17184,33.11
28089,40.05
16213,33.17
95065,26.24
23085,27.2
22196,31.55
9060,24.44
6173,33.14
5108,35.65
76089,43.93
9061,37.05
96068,30.99
70079,27.86
1272,44.42
34040,25.1
16214,41.2
1274,35.93
79148,24.82
64110,36.05
62076,39.2
23086,40.45
99019,34.68
30123,26.07
14068,35.88
76091,43.5
1277,30.17
12128,41.02
63091,47.12
76092,35.11
17189,27.7
52036,35.95
16218,32.63
4231,25.53
15222,46.25
72046,42.05
96070,26.66
76093,34.71
2150,29.79
15224,36.46
54055,36.59
77029,37.13
16221,21.26
16222,27.87
105021,34.26
43056,39.07
48046,49.68
100006,34.97
14074,21.16
16224,35.6
4233,28.41
72048,46.11
5112,32.71
21109,22.67
96073,24.68
102045,33.81
58109,42.34
54058,35.1
16227,35.56
1288,31.73
65155,31.16
15230,40.29
3154,29.98
69099,50.3
1290,30.92
75092,29.63
94052,50.45
4237,25.18
76095,41.04
82077,26.22
16232,26.23
15235,44.87
33044,29.69
99020,38.16
22214,27.82
23093,22.7
35043,37.7
16235,22.14
60086,46.79
24116,46.31
90082,23.58
16236,23.88
18177,37.45
16237,16.9
1299,27.01
74020,27.84
16240,32.53
28102,30.79
80096,55.43
5119,32.6
21113,29.34
23096,39.27
1300,26.91
18179,33.18
29050,29.87
95071,25.35
1306,24.25
1302,52.04
92102,32.92
95072,24.85
16243,30.61
17202,27.22
1310,34.26
61100,45.62
58113,27.33
25066,33.2
6189,40.0
6190,40.42
102048,37.72
58114,39.97
13246,37.64
95075,24.69
26095,35.7
24121,25.62
22227,31.85
109002,40.88
108012,41.87
108052,40.51
108020,34.66
108026,50.6
107010,21.08
109012,28.47
109020,37.11
107011,27.96
109030,42.7
109034,34.57
108039,42.83
108042,38.48
108044,45.9
110001,27.59
109003,30.05
108007,45.17
108011,35.7
110004,32.92
109011,28.35
109013,33.45
109025,34.96
109026,33.59
109019,31.25
108034,37.84
109029,34.61
108002,39.54
108005,41.38
108014,47.18
108017,39.57
108022,49.43
108029,38.1
108031,32.68
109021,27.01
108033,51.57
107013,23.12
107015,18.55
109038,36.96
109040,24.62
108045,36.97
107023,24.23
108049,45.99
107019,25.18
109039,34.12
107021,23.17
109001,43.38
108004,46.04
108010,40.94
108013,42.89
108019,35.68
108024,37.21
108025,34.04
109024,27.69
109014,44.27
109028,33.72
109031,36.84
109033,49.29
109036,35.27
107020,32.43
110009,37.12
107022,25.42
108050,46.93
110002,35.16
108009,46.07
108016,46.6
108021,42.29
109006,43.56
110005,33.5
110006,29.69
109017,34.86
109027,33.52
107012,23.6
107016,34.94
110007,29.53
110008,39.2
110010,28.93
108047,30.92
108006,40.85
108008,42.23
109004,35.53
108053,33.54
109005,32.94
108027,29.53
109010,31.25
109016,32.15
109018,28.52
109022,35.68
109035,31.88
108038,41.91
108043,40.52
108046,55.46
108001,45.09
108018,37.25
108023,40.26
109008,36.9
109009,36.84
108028,43.64
108030,37.69
108036,43.55
109032,34.7
108037,38.17
108055,41.99
107018,22.54
108040,38.18
47001,33.95
77001,26.38
60001,24.9
20001,25.9
44001,30.44
87006,26.15
23001,37.31
28002,25.07
25001,39.78
65002,53.08
1002,33.33
22001,36.04
15005,39.06
2003,34.62
4004,30.45
28003,45.07
9003,52.58
78007,27.03
66003,52.15
16248,25.83
25003,30.08
6006,30.93
64002,42.29
78008,36.33
82005,38.12
79003,29.43
22004,35.38
22005,37.01
75005,37.49
90004,38.7
27001,28.67
58006,39.22
103002,26.15
62004,41.34
14004,39.86
5004,35.42
26002,33.11
24006,39.93
16012,22.43
15009,57.88
69004,30.82
56002,33.08
13012,35.51
29003,36.43
12005,32.84
105001,30.55
65009,42.79
54001,45.61
95009,22.33
60011,45.44
8005,27.65
21005,21.23
22007,30.68
7008,37.46
17008,34.44
51003,31.73
39002,37.79
64009,39.24
17009,28.45
17010,22.1
9008,33.07
2009,19.1
63007,43.43
42004,35.9
16019,22.78
9009,27.33
95012,25.19
13015,29.28
92005,25.68
97006,38.16
17013,31.17
6013,30.06
105003,28.24
22011,28.76
4016,32.59
99001,41.09
65158,39.27
4018,26.21
14006,20.33
4020,28.39
29006,29.74
15019,34.02
12011,29.33
12013,37.58
54004,40.33
51004,40.08
95014,14.73
91008,36.38
78017,36.45
72012,47.04
33005,38.09
22018,32.02
15027,38.36
43005,34.53
24013,34.11
38003,33.3
19006,45.74
34005,18.41
8009,25.84
40004,31.62
48004,38.02
34006,38.31
57007,34.29
18019,38.28
29007,32.09
63008,34.63
17024,21.77
28014,32.02
1034,32.95
12018,36.93
23014,35.79
21011,40.71
16040,34.41
3027,33.24
1036,28.25
93007,34.56
7012,36.32
89003,38.61
13034,32.69
52003,35.68
4034,29.8
34007,33.05
82014,25.54
22029,32.34
13038,28.39
17031,31.97
81003,33.81
77004,28.93
22034,42.45
9016,35.79
24019,29.0
19009,22.6
6026,31.08
15044,41.45
42006,41.04
30015,33.79
10007,58.8
75011,40.2
13040,46.87
21016,24.82
70008,43.85
82018,32.15
70010,39.9
46006,34.81
63013,38.4
61012,37.38
18027,30.18
56012,29.17
54006,39.0
75012,30.29
94005,38.65
1054,35.73
19012,38.74
66021,31.6
56013,43.99
68006,35.48
56014,42.66
16051,33.47
96013,24.86
61015,48.76
13044,45.8
56016,37.19
12032,38.57
63016,31.99
80023,22.96
61017,35.11
89006,45.08
83011,31.43
94007,44.25
17039,28.31
45003,44.56
6035,30.98
22043,30.09
6037,35.58
3037,31.66
50006,42.69
3039,34.06
19021,38.27
63017,36.33
28028,31.61
9019,30.91
57011,35.13
16058,31.08
1061,46.23
98011,30.41
45004,35.51
18034,33.54
64021,35.07
16061,17.71
6043,32.46
1065,32.76
24027,28.74
66026,37.95
87013,21.92
57013,32.3
54008,40.94
65035,35.02
42008,41.58
65030,29.72
4047,22.64
24028,28.87
66029,20.83
6046,39.56
53005,30.79
5026,36.6
16062,27.79
4052,26.13
22048,29.02
76023,32.47
29012,40.27
98013,31.13
23022,35.74
36007,42.88
42012,36.62
76025,33.65
94013,33.63
33014,35.89
65036,33.99
87014,30.01
69020,27.97
17044,19.97
75019,35.43
83016,33.89
86006,30.7
62021,38.57
4058,25.42
22051,36.77
16066,32.12
20018,25.0
16067,27.21
71018,27.92
78035,48.41
2038,32.31
16069,33.98
22056,34.23
3049,34.18
1071,26.57
20019,27.02
18044,23.5
71020,31.57
6058,42.27
6059,33.33
28030,32.3
4065,28.88
98018,34.63
15076,38.66
25011,29.44
7014,33.79
7019,35.68
24029,23.9
94015,38.59
1078,40.73
93013,34.24
14020,33.73
30025,29.13
10016,29.81
19030,31.5
63028,46.48
19031,26.69
14021,23.03
13068,32.18
9025,38.51
54013,43.15
57017,25.64
22061,42.61
68013,29.71
67017,31.75
1087,54.19
16077,34.65
5042,33.66
10017,39.71
16078,17.21
60029,36.67
34009,42.47
58034,51.11
57021,32.44
106003,26.4
67019,35.43
15082,41.24
22228,35.99
13075,46.89
94018,23.23
83018,28.54
6060,38.92
64029,36.67
65047,38.31
93017,41.49
42015,33.98
15086,39.27
15087,41.12
13077,26.02
5044,33.33
4073,33.17
5048,36.09
68016,22.98
9026,35.84
18058,28.52
23030,41.1
57026,28.46
97027,22.08
13083,19.93
24037,21.47
4077,27.45
78046,34.87
101010,48.22
95019,31.59
4078,43.94
96023,21.59
28036,31.88
62026,29.97
22071,33.93
102007,32.59
80031,43.9
22074,36.99
2054,35.49
102008,22.52
21028,32.76
78050,32.62
92018,23.5
7023,31.98
40011,32.24
22078,33.26
24038,32.98
62028,32.08
21029,34.68
4084,36.0
13095,39.3
92110,19.45
90028,27.41
1100,30.53
71023,32.03
78051,39.28
103030,7.24
93020,35.28
57027,43.69
31005,41.94
10023,28.33
13100,34.95
89008,27.46
77008,42.78
43017,35.87
55013,39.66
78053,48.57
45006,39.85
94019,40.03
48017,52.78
36014,35.08
17072,33.27
107006,25.79
31006,36.53
59007,38.7
93022,37.67
58122,43.72
34016,34.46
62032,37.16
58038,56.95
2059,25.8
21032,30.35
66044,48.59
4089,35.35
69034,18.08
83025,34.58
29023,26.09
36016,29.26
63032,38.86
1109,28.91
1110,35.67
106004,26.19
19045,28.72
91025,20.57
29025,28.95
83030,33.42
46015,28.61
60040,39.18
61039,33.46
18068,31.6
82036,34.52
17076,33.36
13106,10.17
40016,34.26
20024,29.13
33022,46.26
106005,23.49
80036,33.61
92113,19.74
64036,46.72
16113,23.33
90030,30.17
96027,20.54
7030,41.74
83033,47.65
79059,41.68
18072,34.78
79060,36.47
20026,29.05
20027,32.44
15108,47.59
25025,24.29
3076,29.19
98028,33.56
83034,33.97
77011,38.91
57031,44.37
7032,51.21
13113,27.41
6085,39.46
1118,26.44
77012,27.74
16120,30.5
24047,31.36
98029,33.88
78061,43.53
70029,40.92
103036,11.95
17082,29.19
48023,39.6
103037,14.13
91033,21.82
63037,49.25
94023,55.01
16121,27.49
1123,29.58
83036,39.55
1125,46.15
12085,35.28
4105,37.79
21117,26.67
21038,37.32
78064,22.72
2067,21.51
34018,36.52
21042,25.55
48024,33.45
21043,19.51
65062,35.08
12088,38.09
1130,34.44
89011,35.33
4106,22.99
11017,40.27
1133,29.27
30050,14.4
28045,41.42
63040,44.76
49009,44.62
105011,25.52
98031,48.76
94024,29.07
40018,34.59
42022,42.21
10030,23.23
70033,23.59
55016,31.94
64045,46.41
16129,30.45
12094,39.67
1142,27.27
103040,22.32
3088,32.69
30052,36.27
78071,31.0
23045,36.29
87022,27.18
9036,26.39
53014,34.33
97046,40.67
26037,32.78
58054,55.09
63041,40.39
20031,27.87
17104,25.36
5062,35.47
31010,37.43
82046,32.81
95025,26.43
76046,48.11
79073,25.69
73014,34.49
78078,47.95
38012,35.28
45010,41.87
46018,33.42
22112,26.0
43024,40.7
87056,23.12
91047,25.41
28052,29.41
40019,33.72
76048,47.69
75045,30.69
18089,30.03
65067,41.31
42024,34.93
13147,30.44
18090,27.63
34021,28.68
3098,33.12
38015,27.66
61051,34.62
23048,30.2
46019,27.44
83051,34.27
76049,32.9
36023,48.36
95029,28.27
65069,44.63
76050,43.32
24059,30.47
5065,31.12
5068,32.06
4128,33.85
99006,36.48
10037,39.9
26045,31.38
17110,23.31
42025,48.08
83056,38.08
77016,40.83
4135,25.17
1161,30.27
94028,39.51
63047,38.57
58064,61.45
60044,37.5
69009,19.32
41030,30.87
35027,41.31
34023,40.67
65072,46.32
41034,31.23
44036,32.31
44038,27.39
5076,34.05
58062,43.35
4137,32.89
5077,32.9
100003,27.3
94029,37.35
44045,35.66
11019,43.77
53027,25.23
48030,37.84
97053,47.4
4141,27.46
5121,30.98
10039,29.59
18100,36.53
6109,23.83
6110,34.48
22123,36.59
66057,31.92
67029,33.25
6112,34.31
19060,30.04
26049,36.88
15151,35.31
64065,45.94
92039,38.32
52019,41.29
21055,38.51
75052,37.11
58069,39.49
4148,34.05
56039,41.65
17118,36.15
87031,48.44
1165,19.48
79087,35.19
76055,32.4
1168,32.31
59016,32.95
14046,28.94
4152,32.16
6114,39.71
92115,29.15
7045,34.27
17121,23.22
17122,28.11
65081,41.93
97059,28.93
65083,35.18
16146,22.53
103050,33.18
16148,19.89
91061,27.58
50023,32.18
98042,31.56
26052,31.95
65085,33.1
56042,49.16
66063,26.82
104018,27.51
105013,22.84
30066,33.41
15164,33.35
20038,37.72
1175,45.71
91071,26.63
6123,33.2
26054,35.63
90053,19.87
4158,35.07
17132,26.01
87032,25.34
17133,32.69
82053,44.28
95039,30.04
58075,40.74
22133,19.61
81014,36.56
29034,24.9
34027,50.55
55025,37.33
16159,14.11
76100,33.56
90055,30.58
1181,37.63
1182,33.88
87034,51.16
48032,35.1
22137,30.8
25037,30.55
97066,35.58
41043,35.72
19068,40.34
1187,31.02
23059,38.62
94032,34.92
60049,38.5
43036,32.19
3116,39.43
19071,29.44
9048,32.19
41047,31.97
79096,43.33
4166,28.21
60051,36.93
60052,44.07
18111,36.13
54041,35.05
76061,23.9
18113,27.16
26057,35.62
46025,35.89
60054,40.31
2096,36.94
22143,42.14
15175,35.9
5086,30.37
58077,31.15
20041,26.98
79099,30.47
9050,34.61
60055,29.01
38018,35.04
94037,24.05
24079,29.15
58078,30.67
55027,28.18
17145,39.1
77022,28.52
96047,31.49
7050,25.29
17148,36.3
29038,42.71
50029,43.84
59017,29.94
7052,35.84
6136,27.3
18118,36.6
80062,29.63
70055,35.0
89020,27.49
65100,41.04
23060,33.64
19077,33.8
15178,36.63
78101,47.2
96049,28.11
61063,31.37
30081,30.01
21068,21.66
8047,32.02
40033,27.04
17154,19.75
4175,34.77
13192,41.63
70056,29.09
30086,27.19
96051,28.88
47017,31.19
64077,40.05
24083,37.38
75063,33.44
22151,35.97
13194,24.01
2110,40.62
30088,25.4
103060,23.17
5089,34.89
35033,45.96
85014,26.53
26067,33.64
10048,21.07
70057,35.26
26068,32.32
99014,46.6
58083,37.98
76066,46.57
43045,34.52
16180,33.77
20050,31.48
76068,38.32
1219,38.86
18123,30.78
5092,28.29
66081,52.63
6147,36.81
58088,47.33
66079,33.17
6146,23.81
69073,30.53
65108,45.39
60060,43.9
83074,27.38
6148,31.35
71043,32.95
97072,34.05
16182,32.87
90061,24.44
31015,38.19
22157,25.0
1224,19.86
16185,30.41
15188,37.23
69078,29.54
24088,31.66
44065,32.01
33039,41.49
23067,25.07
16187,33.72
75064,28.27
18132,29.61
65112,37.07
92119,25.59
7058,42.94
65114,42.08
2126,34.15
6151,30.59
75065,33.26
4202,23.75
65117,26.65
106013,25.53
4204,26.09
92054,23.33
44066,47.56
1237,41.17
58119,41.06
10053,30.8
41051,34.26
13205,34.85
70064,27.23
106014,34.97
1242,27.07
28075,35.08
37052,40.7
30101,30.82
84036,34.28
50031,48.52
48039,32.98
62061,46.64
21081,30.29
62064,37.94
5099,38.45
35037,37.68
64083,44.08
87043,31.35
24093,32.74
25046,31.75
76020,34.93
87044,44.58
78126,27.71
28079,33.56
70071,41.62
62068,46.97
1254,39.14
104023,37.21
26076,35.57
60070,38.59
18145,31.3
18138,32.56
16191,13.44
80078,33.75
82067,37.45
50034,36.37
78132,38.98
97074,39.22
103062,32.22
87048,38.26
80079,38.14
80080,33.21
60065,42.59
64089,46.41
43048,31.97
18144,31.45
61087,33.39
28083,36.76
72041,34.84
10056,27.12
78134,48.31
102036,44.58
95049,27.66
83092,36.16
17174,29.37
65135,35.5
9055,30.76
41059,35.04
76083,38.24
10057,35.19
76084,32.21
101024,28.64
57064,37.2
16194,39.06
13211,22.77
82068,24.3
66095,57.98
22171,33.16
98052,34.88
15205,57.2
54048,32.55
18148,26.13
21118,24.92
95054,17.62
25055,30.06
17178,20.58
41061,27.92
106018,27.64
63078,39.52
60071,36.45
5105,27.76
10059,41.0
5106,32.35
1266,29.33
65142,44.38
80088,44.23
6162,34.88
102038,35.4
95060,26.65
97076,43.89
21094,22.28
39018,34.09
12122,32.85
75076,40.4
63079,40.49
18151,37.21
53026,30.06
98055,39.44
102039,32.05
25056,28.8
79137,61.42
1267,24.37
59030,42.02
78144,46.99
44071,40.17
54051,43.29
80090,28.86
6167,37.55
65144,36.04
90089,41.57
27039,36.13
55031,42.14
64104,42.75
97077,24.81
75082,34.56
85020,34.51
12125,44.8
105016,20.86
83097,49.32
22187,35.24
30118,48.46
41065,34.32
27040,34.94
22189,28.32
34038,31.76
83106,41.42
98057,33.33
28090,31.53
6171,49.2
92084,24.59
91091,21.8
79147,33.95
34039,28.26
54052,43.4
91093,35.77
78148,41.57
72044,36.59
66101,42.33
65148,32.72
97080,27.04
63084,37.75
30122,30.57
83098,41.22
18160,35.7
18161,40.5
58106,45.58
82073,31.33
93045,19.88
14069,27.47
34042,42.88
78150,51.81
97081,18.29
65152,33.86
30126,37.78
60080,36.34
6175,43.46
77028,38.78
105019,19.52
104026,33.35
21102,31.29
103068,28.75
75089,35.63
98058,31.69
31024,40.06
95068,20.2
17192,22.89
95070,21.84
1281,25.32
47021,40.18
1283,32.52
18166,28.13
96071,34.88
14072,30.94
56053,41.87
97082,31.12
22210,29.16
96074,24.35
90079,26.73
58108,22.58
4235,20.35
13232,30.24
54059,40.11
87052,52.99
15229,44.94
97084,42.37
21111,36.06
26088,30.85
16230,16.92
13236,19.64
9066,29.91
27042,43.54
14075,22.87
97087,40.41
40050,26.96
1293,31.15
7073,29.72
101027,32.68
3158,29.61
97089,34.13
5114,30.09
102047,54.93
3159,29.78
26090,30.22
103073,28.67
6179,36.09
6180,41.52
28100,38.25
18178,27.27
15248,32.39
13245,39.26
20067,32.45
60090,25.66
17200,25.39
4244,26.16
85022,27.94
106026,23.84
28104,30.93
4246,20.75
106028,18.22
1304,35.43
92100,28.7
20068,23.38
4248,26.04
3164,31.17
18181,32.6
93049,28.81
87054,34.71
10066,21.9
103077,29.54
50039,42.93
1315,34.06
18184,32.9
15246,44.44
18188,26.94
23098,28.06
16246,28.14
30136,29.51
108003,43.13
110003,34.36
108051,38.6
108015,41.79
109007,29.73
108054,33.42
108032,35.07
109023,29.44
109015,35.62
108035,38.78
107014,19.32
107017,26.8
109037,32.58
108041,40.82
108048,37.29
