sottoarea,abitanti,min_distanza,densita,prodotto,data,giorno_della_settimana,giorno_del_mese,giorno_dell_anno,settimana_dell_anno,mese,anno,festivo,vendite
89,974074,2069,3,1,2014-10-16,4,16,289,42,10,2014,0,2
89,974074,2069,3,1,2014-10-17,5,17,290,42,10,2014,0,3
89,974074,2069,3,1,2014-10-18,6,18,291,42,10,2014,1,1
89,974074,2069,3,1,2014-10-19,7,19,292,43,10,2014,1,0
89,974074,2069,3,1,2014-10-20,1,20,293,43,10,2014,0,4
89,974074,2069,3,1,2014-10-21,2,21,294,43,10,2014,0,3
89,974074,2069,3,1,2014-10-22,3,22,295,43,10,2014,0,2
89,974074,2069,3,1,2014-10-23,4,23,296,43,10,2014,0,5
89,974074,2069,3,1,2014-10-24,5,24,297,43,10,2014,0,3
89,974074,2069,3,1,2014-10-25,6,25,298,43,10,2014,1,1
89,974074,2069,3,1,2014-10-26,7,26,299,44,10,2014,1,0
89,974074,2069,3,1,2014-10-27,1,27,300,44,10,2014,0,3
89,974074,2069,3,1,2014-10-28,2,28,301,44,10,2014,0,2
89,974074,2069,3,1,2014-10-29,3,29,302,44,10,2014,0,5
89,974074,2069,3,1,2014-10-30,4,30,303,44,10,2014,0,2
89,974074,2069,3,1,2014-10-31,5,31,304,44,10,2014,0,3
89,974074,2069,3,1,2014-11-01,6,1,305,44,11,2014,1,2
89,974074,2069,3,1,2014-11-02,7,2,306,45,11,2014,1,0
89,974074,2069,3,1,2014-11-03,1,3,307,45,11,2014,0,4
89,974074,2069,3,1,2014-11-04,2,4,308,45,11,2014,0,3
89,974074,2069,3,1,2014-11-05,3,5,309,45,11,2014,0,3
89,974074,2069,3,1,2014-11-06,4,6,310,45,11,2014,0,4
89,974074,2069,3,1,2014-11-07,5,7,311,45,11,2014,0,3
89,974074,2069,3,1,2014-11-08,6,8,312,45,11,2014,1,2
89,974074,2069,3,1,2014-11-09,7,9,313,46,11,2014,1,1
89,974074,2069,3,1,2014-11-10,1,10,314,46,11,2014,0,3
89,974074,2069,3,1,2014-11-11,2,11,315,46,11,2014,0,2
89,974074,2069,3,1,2014-11-12,3,12,316,46,11,2014,0,4
89,974074,2069,3,1,2014-11-13,4,13,317,46,11,2014,0,3
89,974074,2069,3,1,2014-11-14,5,14,318,46,11,2014,0,3
89,974074,2069,3,1,2014-11-15,6,15,319,46,11,2014,1,4
89,974074,2069,3,1,2014-11-16,7,16,320,47,11,2014,1,1
89,974074,2069,3,1,2014-11-17,1,17,321,47,11,2014,0,2
89,974074,2069,3,1,2014-11-18,2,18,322,47,11,2014,0,2
89,974074,2069,3,1,2014-11-19,3,19,323,47,11,2014,0,4
89,974074,2069,3,1,2014-11-20,4,20,324,47,11,2014,0,3
89,974074,2069,3,1,2014-11-21,5,21,325,47,11,2014,0,4
89,974074,2069,3,1,2014-11-22,6,22,326,47,11,2014,1,2
89,974074,2069,3,1,2014-11-23,7,23,327,48,11,2014,1,1
89,974074,2069,3,1,2014-11-24,1,24,328,48,11,2014,0,2
89,974074,2069,3,1,2014-11-25,2,25,329,48,11,2014,0,5
89,974074,2069,3,1,2014-11-26,3,26,330,48,11,2014,0,4
89,974074,2069,3,1,2014-11-27,4,27,331,48,11,2014,0,3
89,974074,2069,3,1,2014-11-28,5,28,332,48,11,2014,0,4
89,974074,2069,3,1,2014-11-29,6,29,333,48,11,2014,1,2
89,974074,2069,3,1,2014-11-30,7,30,334,49,11,2014,1,1
89,974074,2069,3,1,2014-12-01,1,1,335,49,12,2014,0,3
89,974074,2069,3,1,2014-12-02,2,2,336,49,12,2014,0,3
89,974074,2069,3,1,2014-12-03,3,3,337,49,12,2014,0,6
89,974074,2069,3,1,2014-12-04,4,4,338,49,12,2014,0,4
89,974074,2069,3,1,2014-12-05,5,5,339,49,12,2014,0,4
89,974074,2069,3,1,2014-12-06,6,6,340,49,12,2014,1,3
89,974074,2069,3,1,2014-12-07,7,7,341,50,12,2014,1,0
89,974074,2069,3,1,2014-12-08,1,8,342,50,12,2014,1,1
89,974074,2069,3,1,2014-12-09,2,9,343,50,12,2014,0,2
89,974074,2069,3,1,2014-12-10,3,10,344,50,12,2014,0,4
89,974074,2069,3,1,2014-12-11,4,11,345,50,12,2014,0,2
89,974074,2069,3,1,2014-12-12,5,12,346,50,12,2014,0,3
89,974074,2069,3,1,2014-12-13,6,13,347,50,12,2014,1,3
89,974074,2069,3,1,2014-12-14,7,14,348,51,12,2014,1,0
89,974074,2069,3,1,2014-12-15,1,15,349,51,12,2014,0,1
89,974074,2069,3,1,2014-12-16,2,16,350,51,12,2014,0,3
89,974074,2069,3,1,2014-12-17,3,17,351,51,12,2014,0,3
89,974074,2069,3,1,2014-12-18,4,18,352,51,12,2014,0,3
89,974074,2069,3,1,2014-12-19,5,19,353,51,12,2014,0,3
89,974074,2069,3,1,2014-12-20,6,20,354,51,12,2014,1,3
89,974074,2069,3,1,2014-12-21,7,21,355,52,12,2014,1,1
89,974074,2069,3,1,2014-12-22,1,22,356,52,12,2014,0,2
89,974074,2069,3,1,2014-12-23,2,23,357,52,12,2014,0,3
89,974074,2069,3,1,2014-12-24,3,24,358,52,12,2014,0,1
89,974074,2069,3,1,2014-12-25,4,25,359,52,12,2014,1,1
89,974074,2069,3,1,2014-12-26,5,26,360,52,12,2014,1,0
89,974074,2069,3,1,2014-12-27,6,27,361,52,12,2014,1,2
89,974074,2069,3,1,2014-12-28,7,28,362,53,12,2014,1,0
89,974074,2069,3,1,2014-12-29,1,29,363,53,12,2014,0,1
89,974074,2069,3,1,2014-12-30,2,30,364,53,12,2014,0,2
89,974074,2069,3,1,2014-12-31,3,31,365,53,12,2014,0,2
89,974074,2069,3,1,2015-01-01,4,1,1,1,1,2015,1,0
89,974074,2069,3,1,2015-01-02,5,2,2,1,1,2015,0,3
89,974074,2069,3,1,2015-01-03,6,3,3,1,1,2015,1,1
89,974074,2069,3,1,2015-01-04,7,4,4,2,1,2015,1,0
89,974074,2069,3,1,2015-01-05,1,5,5,2,1,2015,0,4
89,974074,2069,3,1,2015-01-06,2,6,6,2,1,2015,1,1
89,974074,2069,3,1,2015-01-07,3,7,7,2,1,2015,0,1
89,974074,2069,3,1,2015-01-08,4,8,8,2,1,2015,0,5
89,974074,2069,3,1,2015-01-09,5,9,9,2,1,2015,0,2
89,974074,2069,3,1,2015-01-10,6,10,10,2,1,2015,1,2
89,974074,2069,3,1,2015-01-11,7,11,11,3,1,2015,1,0
89,974074,2069,3,1,2015-01-12,1,12,12,3,1,2015,0,3
89,974074,2069,3,1,2015-01-13,2,13,13,3,1,2015,0,5
89,974074,2069,3,1,2015-01-14,3,14,14,3,1,2015,0,4
89,974074,2069,3,1,2015-01-15,4,15,15,3,1,2015,0,3
89,974074,2069,3,1,2015-01-16,5,16,16,3,1,2015,0,2
89,974074,2069,3,1,2015-01-17,6,17,17,3,1,2015,1,2
89,974074,2069,3,1,2015-01-18,7,18,18,4,1,2015,1,0
89,974074,2069,3,1,2015-01-19,1,19,19,4,1,2015,0,5
89,974074,2069,3,1,2015-01-20,2,20,20,4,1,2015,0,4
89,974074,2069,3,1,2015-01-21,3,21,21,4,1,2015,0,3
89,974074,2069,3,1,2015-01-22,4,22,22,4,1,2015,0,2
89,974074,2069,3,1,2015-01-23,5,23,23,4,1,2015,0,3
89,974074,2069,3,1,2015-01-24,6,24,24,4,1,2015,1,1
89,974074,2069,3,1,2015-01-25,7,25,25,5,1,2015,1,0
89,974074,2069,3,1,2015-01-26,1,26,26,5,1,2015,0,5
89,974074,2069,3,1,2015-01-27,2,27,27,5,1,2015,0,2
89,974074,2069,3,1,2015-01-28,3,28,28,5,1,2015,0,3
89,974074,2069,3,1,2015-01-29,4,29,29,5,1,2015,0,4
89,974074,2069,3,1,2015-01-30,5,30,30,5,1,2015,0,2
89,974074,2069,3,1,2015-01-31,6,31,31,5,1,2015,1,3
89,974074,2069,3,1,2015-02-01,7,1,32,6,2,2015,1,0
89,974074,2069,3,1,2015-02-02,1,2,33,6,2,2015,0,4
89,974074,2069,3,1,2015-02-03,2,3,34,6,2,2015,0,3
89,974074,2069,3,1,2015-02-04,3,4,35,6,2,2015,0,1
89,974074,2069,3,1,2015-02-05,4,5,36,6,2,2015,0,2
89,974074,2069,3,1,2015-02-06,5,6,37,6,2,2015,0,3
89,974074,2069,3,1,2015-02-07,6,7,38,6,2,2015,1,1
89,974074,2069,3,1,2015-02-08,7,8,39,7,2,2015,1,0
89,974074,2069,3,1,2015-02-09,1,9,40,7,2,2015,0,2
89,974074,2069,3,1,2015-02-10,2,10,41,7,2,2015,0,2
89,974074,2069,3,1,2015-02-11,3,11,42,7,2,2015,0,5
89,974074,2069,3,1,2015-02-12,4,12,43,7,2,2015,0,4
89,974074,2069,3,1,2015-02-13,5,13,44,7,2,2015,0,2
89,974074,2069,3,1,2015-02-14,6,14,45,7,2,2015,1,4
89,974074,2069,3,1,2015-02-15,7,15,46,8,2,2015,1,1
89,974074,2069,3,1,2015-02-16,1,16,47,8,2,2015,0,1
89,974074,2069,3,1,2015-02-17,2,17,48,8,2,2015,0,4
89,974074,2069,3,1,2015-02-18,3,18,49,8,2,2015,0,3
89,974074,2069,3,1,2015-02-19,4,19,50,8,2,2015,0,3
89,974074,2069,3,1,2015-02-20,5,20,51,8,2,2015,0,2
89,974074,2069,3,1,2015-02-21,6,21,52,8,2,2015,1,2
89,974074,2069,3,1,2015-02-22,7,22,53,9,2,2015,1,1
89,974074,2069,3,1,2015-02-23,1,23,54,9,2,2015,0,2
89,974074,2069,3,1,2015-02-24,2,24,55,9,2,2015,0,3
89,974074,2069,3,1,2015-02-25,3,25,56,9,2,2015,0,4
89,974074,2069,3,1,2015-02-26,4,26,57,9,2,2015,0,4
89,974074,2069,3,1,2015-02-27,5,27,58,9,2,2015,0,3
89,974074,2069,3,1,2015-02-28,6,28,59,9,2,2015,1,1
89,974074,2069,3,1,2015-03-01,7,1,60,10,3,2015,1,4
89,974074,2069,3,1,2015-03-02,1,2,61,10,3,2015,0,2
89,974074,2069,3,1,2015-03-03,2,3,62,10,3,2015,0,2
89,974074,2069,3,1,2015-03-04,3,4,63,10,3,2015,0,5
89,974074,2069,3,1,2015-03-05,4,5,64,10,3,2015,0,2
89,974074,2069,3,1,2015-03-06,5,6,65,10,3,2015,0,4
89,974074,2069,3,1,2015-03-07,6,7,66,10,3,2015,1,2
89,974074,2069,3,1,2015-03-08,7,8,67,11,3,2015,1,2
89,974074,2069,3,1,2015-03-09,1,9,68,11,3,2015,0,1
89,974074,2069,3,1,2015-03-10,2,10,69,11,3,2015,0,4
89,974074,2069,3,1,2015-03-11,3,11,70,11,3,2015,0,3
89,974074,2069,3,1,2015-03-12,4,12,71,11,3,2015,0,4
89,974074,2069,3,1,2015-03-13,5,13,72,11,3,2015,0,2
89,974074,2069,3,1,2015-03-14,6,14,73,11,3,2015,1,3
89,974074,2069,3,1,2015-03-15,7,15,74,12,3,2015,1,0
89,974074,2069,3,1,2015-03-16,1,16,75,12,3,2015,0,3
89,974074,2069,3,1,2015-03-17,2,17,76,12,3,2015,0,2
89,974074,2069,3,1,2015-03-18,3,18,77,12,3,2015,0,5
89,974074,2069,3,1,2015-03-19,4,19,78,12,3,2015,0,3
89,974074,2069,3,1,2015-03-20,5,20,79,12,3,2015,0,2
89,974074,2069,3,1,2015-03-21,6,21,80,12,3,2015,1,3
89,974074,2069,3,1,2015-03-22,7,22,81,13,3,2015,1,0
89,974074,2069,3,1,2015-03-23,1,23,82,13,3,2015,0,3
89,974074,2069,3,1,2015-03-24,2,24,83,13,3,2015,0,4
89,974074,2069,3,1,2015-03-25,3,25,84,13,3,2015,0,2
89,974074,2069,3,1,2015-03-26,4,26,85,13,3,2015,0,2
89,974074,2069,3,1,2015-03-27,5,27,86,13,3,2015,0,4
89,974074,2069,3,1,2015-03-28,6,28,87,13,3,2015,1,2
89,974074,2069,3,1,2015-03-29,7,29,88,14,3,2015,1,1
89,974074,2069,3,1,2015-03-30,1,30,89,14,3,2015,0,3
89,974074,2069,3,1,2015-03-31,2,31,90,14,3,2015,0,3
89,974074,2069,3,1,2015-04-01,3,1,91,14,4,2015,0,3
89,974074,2069,3,1,2015-04-02,4,2,92,14,4,2015,0,2
89,974074,2069,3,1,2015-04-03,5,3,93,14,4,2015,0,2
89,974074,2069,3,1,2015-04-04,6,4,94,14,4,2015,1,2
89,974074,2069,3,1,2015-04-05,7,5,95,15,4,2015,1,0
89,974074,2069,3,1,2015-04-06,1,6,96,15,4,2015,1,0
89,974074,2069,3,1,2015-04-07,2,7,97,15,4,2015,0,2
89,974074,2069,3,1,2015-04-08,3,8,98,15,4,2015,0,3
89,974074,2069,3,1,2015-04-09,4,9,99,15,4,2015,0,3
89,974074,2069,3,1,2015-04-10,5,10,100,15,4,2015,0,4
89,974074,2069,3,1,2015-04-11,6,11,101,15,4,2015,1,2
89,974074,2069,3,1,2015-04-12,7,12,102,16,4,2015,1,1
89,974074,2069,3,1,2015-04-13,1,13,103,16,4,2015,0,4
89,974074,2069,3,1,2015-04-14,2,14,104,16,4,2015,0,4
89,974074,2069,3,1,2015-04-15,3,15,105,16,4,2015,0,3
89,974074,2069,3,1,2015-04-16,4,16,106,16,4,2015,0,4
89,974074,2069,3,1,2015-04-17,5,17,107,16,4,2015,0,5
89,974074,2069,3,1,2015-04-18,6,18,108,16,4,2015,1,2
89,974074,2069,3,1,2015-04-19,7,19,109,17,4,2015,1,1
89,974074,2069,3,1,2015-04-20,1,20,110,17,4,2015,0,2
89,974074,2069,3,1,2015-04-21,2,21,111,17,4,2015,0,3
89,974074,2069,3,1,2015-04-22,3,22,112,17,4,2015,0,3
89,974074,2069,3,1,2015-04-23,4,23,113,17,4,2015,0,5
89,974074,2069,3,1,2015-04-24,5,24,114,17,4,2015,0,4
89,974074,2069,3,1,2015-04-25,6,25,115,17,4,2015,1,0
89,974074,2069,3,1,2015-04-26,7,26,116,18,4,2015,1,0
89,974074,2069,3,1,2015-04-27,1,27,117,18,4,2015,0,4
89,974074,2069,3,1,2015-04-28,2,28,118,18,4,2015,0,2
89,974074,2069,3,1,2015-04-29,3,29,119,18,4,2015,0,2
89,974074,2069,3,1,2015-04-30,4,30,120,18,4,2015,0,2
89,974074,2069,3,1,2015-05-01,5,1,121,18,5,2015,1,2
89,974074,2069,3,1,2015-05-02,6,2,122,18,5,2015,1,1
89,974074,2069,3,1,2015-05-03,7,3,123,19,5,2015,1,0
89,974074,2069,3,1,2015-05-04,1,4,124,19,5,2015,0,2
89,974074,2069,3,1,2015-05-05,2,5,125,19,5,2015,0,3
89,974074,2069,3,1,2015-05-06,3,6,126,19,5,2015,0,3
89,974074,2069,3,1,2015-05-07,4,7,127,19,5,2015,0,5
89,974074,2069,3,1,2015-05-08,5,8,128,19,5,2015,0,3
89,974074,2069,3,1,2015-05-09,6,9,129,19,5,2015,1,1
89,974074,2069,3,1,2015-05-10,7,10,130,20,5,2015,1,0
89,974074,2069,3,1,2015-05-11,1,11,131,20,5,2015,0,3
89,974074,2069,3,1,2015-05-12,2,12,132,20,5,2015,0,5
89,974074,2069,3,1,2015-05-13,3,13,133,20,5,2015,0,4
89,974074,2069,3,1,2015-05-14,4,14,134,20,5,2015,0,3
89,974074,2069,3,1,2015-05-15,5,15,135,20,5,2015,0,2
89,974074,2069,3,1,2015-05-16,6,16,136,20,5,2015,1,1
89,974074,2069,3,1,2015-05-17,7,17,137,21,5,2015,1,2
89,974074,2069,3,1,2015-05-18,1,18,138,21,5,2015,0,4
89,974074,2069,3,1,2015-05-19,2,19,139,21,5,2015,0,4
89,974074,2069,3,1,2015-05-20,3,20,140,21,5,2015,0,2
89,974074,2069,3,1,2015-05-21,4,21,141,21,5,2015,0,5
89,974074,2069,3,1,2015-05-22,5,22,142,21,5,2015,0,2
89,974074,2069,3,1,2015-05-23,6,23,143,21,5,2015,1,1
89,974074,2069,3,1,2015-05-24,7,24,144,22,5,2015,1,2
89,974074,2069,3,1,2015-05-25,1,25,145,22,5,2015,0,2
89,974074,2069,3,1,2015-05-26,2,26,146,22,5,2015,0,3
89,974074,2069,3,1,2015-05-27,3,27,147,22,5,2015,0,3
89,974074,2069,3,1,2015-05-28,4,28,148,22,5,2015,0,1
89,974074,2069,3,1,2015-05-29,5,29,149,22,5,2015,0,3
89,974074,2069,3,1,2015-05-30,6,30,150,22,5,2015,1,1
89,974074,2069,3,1,2015-05-31,7,31,151,23,5,2015,1,1
89,974074,2069,3,1,2015-06-01,1,1,152,23,6,2015,0,1
89,974074,2069,3,1,2015-06-02,2,2,153,23,6,2015,1,6
89,974074,2069,3,1,2015-06-03,3,3,154,23,6,2015,0,2
89,974074,2069,3,1,2015-06-04,4,4,155,23,6,2015,0,4
89,974074,2069,3,1,2015-06-05,5,5,156,23,6,2015,0,1
89,974074,2069,3,1,2015-06-06,6,6,157,23,6,2015,1,2
89,974074,2069,3,1,2015-06-07,7,7,158,24,6,2015,1,0
89,974074,2069,3,1,2015-06-08,1,8,159,24,6,2015,0,4
89,974074,2069,3,1,2015-06-09,2,9,160,24,6,2015,0,4
89,974074,2069,3,1,2015-06-10,3,10,161,24,6,2015,0,4
89,974074,2069,3,1,2015-06-11,4,11,162,24,6,2015,0,2
89,974074,2069,3,1,2015-06-12,5,12,163,24,6,2015,0,3
89,974074,2069,3,1,2015-06-13,6,13,164,24,6,2015,1,2
89,974074,2069,3,1,2015-06-14,7,14,165,25,6,2015,1,0
89,974074,2069,3,1,2015-06-15,1,15,166,25,6,2015,0,4
89,974074,2069,3,1,2015-06-16,2,16,167,25,6,2015,0,4
89,974074,2069,3,1,2015-06-17,3,17,168,25,6,2015,0,3
89,974074,2069,3,1,2015-06-18,4,18,169,25,6,2015,0,3
89,974074,2069,3,1,2015-06-19,5,19,170,25,6,2015,0,4
89,974074,2069,3,1,2015-06-20,6,20,171,25,6,2015,1,0
89,974074,2069,3,1,2015-06-21,7,21,172,26,6,2015,1,0
89,974074,2069,3,1,2015-06-22,1,22,173,26,6,2015,0,2
89,974074,2069,3,1,2015-06-23,2,23,174,26,6,2015,0,3
89,974074,2069,3,1,2015-06-24,3,24,175,26,6,2015,0,3
89,974074,2069,3,1,2015-06-25,4,25,176,26,6,2015,0,3
89,974074,2069,3,1,2015-06-26,5,26,177,26,6,2015,0,2
89,974074,2069,3,1,2015-06-27,6,27,178,26,6,2015,1,3
89,974074,2069,3,1,2015-06-28,7,28,179,27,6,2015,1,1
89,974074,2069,3,1,2015-06-29,1,29,180,27,6,2015,0,4
89,974074,2069,3,1,2015-06-30,2,30,181,27,6,2015,0,4
89,974074,2069,3,1,2015-07-01,3,1,182,27,7,2015,0,3
89,974074,2069,3,1,2015-07-02,4,2,183,27,7,2015,0,3
89,974074,2069,3,1,2015-07-03,5,3,184,27,7,2015,0,3
89,974074,2069,3,1,2015-07-04,6,4,185,27,7,2015,1,1
89,974074,2069,3,1,2015-07-05,7,5,186,28,7,2015,1,0
89,974074,2069,3,1,2015-07-06,1,6,187,28,7,2015,0,4
89,974074,2069,3,1,2015-07-07,2,7,188,28,7,2015,0,5
89,974074,2069,3,1,2015-07-08,3,8,189,28,7,2015,0,5
89,974074,2069,3,1,2015-07-09,4,9,190,28,7,2015,0,3
89,974074,2069,3,1,2015-07-10,5,10,191,28,7,2015,0,4
89,974074,2069,3,1,2015-07-11,6,11,192,28,7,2015,1,1
89,974074,2069,3,1,2015-07-12,7,12,193,29,7,2015,1,1
89,974074,2069,3,1,2015-07-13,1,13,194,29,7,2015,0,3
89,974074,2069,3,1,2015-07-14,2,14,195,29,7,2015,0,3
89,974074,2069,3,1,2015-07-15,3,15,196,29,7,2015,0,2
89,974074,2069,3,1,2015-07-16,4,16,197,29,7,2015,0,3
89,974074,2069,3,1,2015-07-17,5,17,198,29,7,2015,0,4
89,974074,2069,3,1,2015-07-18,6,18,199,29,7,2015,1,3
89,974074,2069,3,1,2015-07-19,7,19,200,30,7,2015,1,0
89,974074,2069,3,1,2015-07-20,1,20,201,30,7,2015,0,3
89,974074,2069,3,1,2015-07-21,2,21,202,30,7,2015,0,3
89,974074,2069,3,1,2015-07-22,3,22,203,30,7,2015,0,3
89,974074,2069,3,1,2015-07-23,4,23,204,30,7,2015,0,2
89,974074,2069,3,1,2015-07-24,5,24,205,30,7,2015,0,3
89,974074,2069,3,1,2015-07-25,6,25,206,30,7,2015,1,2
89,974074,2069,3,1,2015-07-26,7,26,207,31,7,2015,1,0
89,974074,2069,3,1,2015-07-27,1,27,208,31,7,2015,0,2
89,974074,2069,3,1,2015-07-28,2,28,209,31,7,2015,0,4
89,974074,2069,3,1,2015-07-29,3,29,210,31,7,2015,0,3
89,974074,2069,3,1,2015-07-30,4,30,211,31,7,2015,0,2
89,974074,2069,3,1,2015-07-31,5,31,212,31,7,2015,0,4
89,974074,2069,3,1,2015-08-01,6,1,213,31,8,2015,1,4
89,974074,2069,3,1,2015-08-02,7,2,214,32,8,2015,1,0
